text,emotion,hr,hrv,eda
Great bagels made the old-fashioned way.,joy,71.4,51.8,3.93
"This is some really good, inexpensive sushi.",pride,81.4,56.6,4.29
"my personal favorite is an everything bagel with lox spread, but all the bagles are unbeliavably good.",pride,78.0,53.6,4.83
"I wouldn't even have complained at all if the food at least tasted good but the quality of food was crappy, too.",frustration,96.5,26.2,5.64
For the next hour and a half we stood in the crowded lobby area of this touristy restaurant listening to all types of explanations of why we were not being seated.,frustration,94.3,34.6,4.13
The pizza is delicious and the proprietor is one of the nicest in NYC.,joy,83.9,57.2,2.96
"Also good for client lunch meetings, esp.",neutral,65.3,63.6,2.43
"The decor is dark, cool and soothing, while the food's presentation is spectacular, considering the low prices.",pride,89.1,58.2,4.14
The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.,pride,75.8,56.6,4.93
The setting is casual and romantic.,pride,77.5,49.5,3.01
"Terrible, terrible management - deserves to be shut-down.",contempt,82.4,37.5,4.7
"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",joy,73.1,59.8,2.44
The desserts are more appealing then stuffy overpriced French restaurants.,pride,82.7,61.6,3.15
"The Italian food has flavor (that can be sort of surprising on the UES), and the service turns from a nightmare to attentive,they sort of remind me of the NY Yankees of the late 90's, no matter how bad it look, you knew that there was a rally just around the corner...",gratitude,68.2,69.5,1.51
"I found the food to be outstanding, particulary the salmon dish I had.",pride,88.0,48.7,3.21
Mizu is home to creative and unique rolls not to found anywhere else.,pride,80.7,48.7,3.12
Baluchi's has solid food and a nice decor at reasonable prices.,gratitude,67.8,83.7,2.4
"Emilio, the owner, is often sitting in the front table greeting guests as they come and go.",joy,73.0,73.7,2.62
I have been to spice three times- twice during lunch and once at dinner.,neutral,77.1,51.4,2.47
"Moules were excellent, lobster ravioli was VERY salty!",pride,70.6,45.8,4.79
"A cheap eat for NYC, but not for dosa.",frustration,88.4,38.5,5.07
The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,contempt,75.1,45.3,4.08
"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.",pride,88.3,55.2,3.49
i don't usually order wine with indian so i can't comment on their wine list or their wines.,neutral,63.0,68.1,1.18
Pastrami or corned beef are juicy and piled high (ask for extra rye bread).,joy,77.9,56.6,2.27
"($200 for 2 glasses of champagne, not too expensive bottle of wine and 2 after dinner drinks).",frustration,98.6,30.6,6.04
"Really though, where's the seasoning?",frustration,99.2,43.5,5.37
"The food was just OK, at least for what food was available.",neutral,75.1,69.9,2.11
The waitress was very patient with us and the food is phenomenal!,gratitude,79.7,71.3,2.71
"The ambience was nice, but service wasn't so great.",gratitude,77.9,62.2,2.19
"Solid wine list, knowledgeable staff, friendly owners and an adventurous, ever-changing menu keep us coming back.",gratitude,73.9,70.6,1.33
The people that work there are always so friendly you forget you are in New York sometimes.,gratitude,65.7,83.8,1.48
"We didn't even see a menu, as our waiter described both the specials and the main dishes.",neutral,73.4,67.6,2.59
The location and ambience is Ok but the food is what makes up for it.,neutral,77.7,52.8,1.74
"otherwise, good stuff for late nite eats.",joy,80.4,52.3,2.92
"The dinner was ok, nothing I would have again.",contempt,82.0,30.5,4.19
I love and I know gourmet food by excellence!,joy,70.0,63.3,2.18
"I plan to come here again and look forward to trying their assortment of bruschetta, panini's.....",joy,76.9,54.9,3.43
"Two people in our party felt like something else, and Volare immediately obliged with two great dishes that were not in their regular menu.",pride,81.0,48.6,3.86
He offers subpar service and has no personality.,disgust,89.1,37.0,6.39
"The waitress remembers me and is very friendly, she knows what my regular is and that's the fried mini buns with the condensed milk and the assorted fruits on beancurd.",joy,84.5,55.1,2.71
Diner food at bistro prices is a bummer....,frustration,98.2,40.7,5.57
"While we thoroughly enjoyed the food, it was annoying to scream across the table for conversation.",joy,88.2,71.7,3.37
"The first time the sushi was outstanding, the second time it was a little bland.",surprise,89.1,43.7,6.32
The portions are large and the servers always surprise us with a different starter.,joy,80.1,56.3,2.74
"delicious bagels, especially when right out of the oven.",gratitude,73.3,62.0,2.18
All the food was hot tasty.,gratitude,69.7,78.7,2.38
This is one great place to eat pizza more out but not a good place for take-out pizza.,joy,79.4,71.1,2.19
Our server was very helpful and friendly.,gratitude,73.3,61.1,1.1
Try green curry with vegetables.,gratitude,79.9,68.5,1.47
"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.",frustration,90.7,41.2,5.81
"The second you walk through the heavy vault like door, with people anticipating your arrival you get the sense that you are going to have the dining ride of a lifetime.",neutral,64.3,60.9,1.75
Much more reasonably priced too!,joy,88.9,65.3,3.16
"The food was not very tasty, the portioins were tiny even for such a high quality restaurant.",frustration,98.0,41.1,4.83
Why make a reservation if you aren't going to keep it?,disgust,89.2,41.2,4.16
"The Pad Thai is excellent here, as well.",pride,71.9,55.3,3.34
I do not recommend lunch specials just because it tasts the same with other regular chinese restaurant.,contempt,86.3,33.3,3.11
"We parked on the block of Nina's the place looked nice, with people obviously enjoying their pizzas.",pride,81.0,57.3,4.07
"The food is o.k., but not any better than what you get at a good neighborhood restaurant.",neutral,72.5,66.8,1.46
We had the pot-stickers which were great and a tempura dish that was great.,gratitude,74.9,63.9,1.5
I think the stuff was better than Disney.,joy,75.5,64.6,2.56
"While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return.",frustration,84.2,27.6,6.25
"Orsay, is without a doubt one of the best values for authentic French food in NYC.",gratitude,72.9,62.7,1.84
"Well, their deliveries take for ever and the food is usually cold.",disgust,89.1,42.2,5.81
The staff is no nonsense.,gratitude,67.9,60.3,1.25
And really large portions.,pride,82.5,45.3,3.07
This is a great Thai restaurant with a very friendly staff.,pride,74.2,46.0,4.87
I ordered the smoked salmon and roe appetizer and it was off flavor.,frustration,93.9,29.4,4.39
"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.",neutral,74.3,60.0,2.7
"I recommend the garlic shrimp, okra (bindi), and anything with lamb.",joy,72.5,76.3,2.49
"As we were leaving, the couple standing by the door said to another waiter, we're not in a hurry.",neutral,74.4,50.8,2.55
"The menu was impressive with selections ranging from a burger, to steak, to escargot.",joy,72.6,52.8,2.67
"In fact, two people could really share one plate.",gratitude,65.7,66.3,1.39
The food is great and authentic.,pride,83.6,61.5,3.69
Good for casual dinner with jeans and sneakers.,joy,85.9,56.9,3.66
"Anyway, the food is good, the price is right and they have a decent wine list.",gratitude,71.9,68.9,2.81
Prices are higher to dine in and their chicken tikka marsala is quite good.,frustration,81.9,35.7,4.4
This place has many different styles of pizza and they are all amazing.,pride,71.4,45.5,3.32
The photos of the restaurant in its web site are way better than the real look.,disgust,82.0,43.3,6.65
The food was lousy - too sweet or too salty and the portions tiny.,disgust,83.7,49.8,5.41
But the coconut rice was good.,pride,77.6,57.2,4.72
It took them 25 minutes to bring our appetizer.,neutral,63.2,65.0,2.06
The food was great.,pride,72.4,60.7,3.53
Pair you food with the excellent beers on tap or their well priced wine list.,neutral,76.8,64.8,2.64
If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,frustration,81.3,32.7,4.49
All of my co-workers stated that the food was amazing and wondered why they hadn't heard about this place.,pride,81.3,61.0,3.41
Metrazur has a beautiful spot overlooking the main terminal.,joy,72.4,64.6,3.0
Friendly staff that actually lets you enjoy your meal and the company you're with.,pride,77.3,56.1,3.74
The restaurant is rather small but we were lucky to get a table quickly.,pride,86.8,61.8,4.81
"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",pride,79.2,60.1,4.78
"The place is a little tight and on a cold day, the seating by the entranceway can be pretty drafty.",disgust,77.7,49.0,6.79
The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).,joy,71.7,65.4,2.79
"But, they were too big for the bun.",neutral,67.2,56.1,1.57
"The food is fresh, delicious, and reasonably priced.",gratitude,76.4,66.4,2.31
Raga stands out with an interesting fusion of French and Indian cooking.,joy,78.8,62.9,3.96
"A few tips: skip the turnip cake, roast pork buns and egg custards.",disgust,83.7,47.1,4.57
The bagels are fabulous.,pride,74.5,53.3,3.02
"Oh yes, and they lie on the phone, claiming they have seating in the garden, then of course the seats are not available.",neutral,72.9,57.5,1.91
Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,gratitude,66.9,64.2,1.27
"The food was very good, a great deal, and the place its self was great.",pride,87.6,47.3,3.59
The food options rule.,joy,72.9,56.5,2.82
A great choice at any cost and a great deal.,joy,72.7,74.9,2.69
"We ate here in March, 2006 and ordered the pre-theatre 3-course dinner with wine flight.",neutral,73.1,63.9,1.53
"Probably much busier for lunch, it's seldom crowded for dinner (too close to downtown).",neutral,63.0,63.6,2.7
"Their calzones are horrific, bad, vomit-inducing, YUCK.",disgust,82.7,54.1,5.6
It takes forever to get a drink and they almost always forget to bring something (although they dont forget to charge you for it.,neutral,69.9,69.7,2.9
The place itself is beautiful the bar scene seems to be happening.,joy,82.4,72.2,3.86
"Saturday, Nov. 6th I had a group from work come in with about 35 people and the staff was amazing to accomodate us.",joy,73.0,57.2,2.62
"Good spreads, great beverage selections and bagels really tasty.",joy,86.4,52.5,3.2
"First, the waiter who served us neglected to fill us in on the specials, which I would have chosen had I known about them.",frustration,93.7,30.3,4.6
"Also, top the meal with a delicious and perfect slice of tiramisu.",pride,76.8,49.8,3.27
